ImageID,OriginalURL,SmallURL,Rotation
e070fe4f2d72f36e,https://c7.staticflickr.com/4/3296/2931980674_5a01f95a5e_o.jpg,https://c2.staticflickr.com/4/3296/2931980674_3152d47262_z.jpg?zz=1,0
3f35062acad776a3,https://farm4.staticflickr.com/7112/7848227150_ebf29495e3_o.jpg,https://c7.staticflickr.com/8/7112/7848227150_55dfbb028f_z.jpg,0
69c585b2a529af93,https://farm4.staticflickr.com/8524/8644566109_195e8db6db_o.jpg,https://c5.staticflickr.com/9/8524/8644566109_73c0252260_z.jpg,0
0e6d3b7fcee6246a,https://c3.staticflickr.com/6/5285/5316189473_0670d0c4eb_o.jpg,https://c2.staticflickr.com/6/5285/5316189473_6a4d1fb9f3_z.jpg,0
d18d2266bd34518a,https://c3.staticflickr.com/6/5180/5725384989_02189d505b_o.jpg,https://c3.staticflickr.com/6/5180/5725384989_b1f494ef20_z.jpg,0
6453208b3abe3acd,https://c6.staticflickr.com/1/152/372641289_02acd41c0a_o.jpg,https://c3.staticflickr.com/1/152/372641289_02acd41c0a_z.jpg,0
3c7047721e67a88b,https://c4.staticflickr.com/2/1379/5134787305_e0ef951ec8_o.jpg,https://c4.staticflickr.com/2/1379/5134787305_2c4af93801_z.jpg,0
ab868535cf5a61b6,https://farm7.staticflickr.com/3822/9333649693_5d3dfb63a6_o.jpg,https://c8.staticflickr.com/4/3822/9333649693_5cf9b76ae3_z.jpg,0
9af5249dbba35ebb,https://c4.staticflickr.com/4/3197/2602545225_3345d50f8b_o.jpg,https://c4.staticflickr.com/4/3197/2602545225_9f1bb5ea5c_z.jpg,0
01e3ca661d52b0b4,https://farm5.staticflickr.com/3065/5863994634_a8e490fc2e_o.jpg,https://c8.staticflickr.com/4/3065/5863994634_3ab3c76932_z.jpg,0
2ca1882a87e72f50,https://farm1.staticflickr.com/309/20244598505_b06ef46fc7_o.jpg,https://c5.staticflickr.com/1/309/20244598505_e06a5532d3_z.jpg,180
695370cebf894d9c,https://c5.staticflickr.com/4/3013/2815919599_8808d99b7a_o.jpg,https://c8.staticflickr.com/4/3013/2815919599_f0c1ef68c1_z.jpg,0
6787e0c07c0bb64b,https://c4.staticflickr.com/1/80/232409320_fe151cfcf8_o.jpg,https://c3.staticflickr.com/1/80/232409320_fe151cfcf8_z.jpg?zz=1,0
640815e8735b1604,https://farm5.staticflickr.com/2901/14363778170_45487d6aff_o.jpg,https://c8.staticflickr.com/3/2901/14363778170_84f6c2ea5e_z.jpg,0
81c5519ff9f54b92,https://farm3.staticflickr.com/4138/4830087271_6ae9410061_o.jpg,https://c3.staticflickr.com/5/4138/4830087271_34fcbf88d9_z.jpg,0
b16f2a8708f857f3,https://farm4.staticflickr.com/3150/2946886519_6afc619cfc_o.jpg,https://c2.staticflickr.com/4/3150/2946886519_b84b38194e_z.jpg,0
b79a3fc147f7d774,https://farm5.staticflickr.com/8359/8290232729_9153530ce2_o.jpg,https://c8.staticflickr.com/9/8359/8290232729_506ec76077_z.jpg,0
e64759b919f8629f,https://c8.staticflickr.com/4/3569/3488106963_0f48047bf4_o.jpg,https://c4.staticflickr.com/4/3569/3488106963_87c3149658_z.jpg,0
d30a1eeb933e68a0,https://farm1.staticflickr.com/6230/6228491208_5159941faa_o.jpg,https://c1.staticflickr.com/7/6230/6228491208_d6a869485a_z.jpg,0
ff5ad4b9740d8425,https://farm6.staticflickr.com/7224/7163498283_e9c7311abe_o.jpg,https://c6.staticflickr.com/8/7224/7163498283_752f722dc2_z.jpg,90
fbe0d741607eea4e,https://c7.staticflickr.com/4/3697/10289067644_4190366029_o.jpg,https://c1.staticflickr.com/4/3697/10289067644_8898239986_z.jpg,0
842347ffdb7f86de,https://c7.staticflickr.com/8/7252/7508917582_dd95a1a12a_o.jpg,https://c3.staticflickr.com/8/7252/7508917582_55c5924dc0_z.jpg,0
1913b0230cfae3c9,https://c2.staticflickr.com/5/4126/4993027342_ce6ca97ce5_o.jpg,https://c8.staticflickr.com/5/4126/4993027342_6303a57b35_z.jpg,0
12e0fe63273c305d,https://c6.staticflickr.com/7/6088/6158691908_5cd1625200_o.jpg,https://c4.staticflickr.com/7/6088/6158691908_89f7b833a1_z.jpg,0
aadfee9b588294ef,https://c8.staticflickr.com/4/3603/5769586687_653cfaf756_o.jpg,https://c3.staticflickr.com/4/3603/5769586687_9b597f7042_z.jpg,0
66f5c1e522ad2b41,https://farm2.staticflickr.com/678/22024579781_94422f8e29_o.jpg,https://c4.staticflickr.com/1/678/22024579781_c7bf4276ec_z.jpg,0
8b4b76c0331c7fb2,https://farm3.staticflickr.com/58/160065866_d72543e41c_o.jpg,https://c2.staticflickr.com/1/58/160065866_d72543e41c_z.jpg,0
b83f0d431e35ab4d,https://c6.staticflickr.com/3/2796/4361748197_52c56742aa_o.jpg,https://c2.staticflickr.com/3/2796/4361748197_894bb23149_z.jpg,0
49497aef8554aa61,https://farm2.staticflickr.com/3806/19432338864_86a2041f39_o.jpg,https://c2.staticflickr.com/4/3806/19432338864_7624df2584_z.jpg,0
289a6c39544ca913,https://farm4.staticflickr.com/8186/8129710226_3fbecdbc30_o.jpg,https://c4.staticflickr.com/9/8186/8129710226_96673b55fa_z.jpg,0
e6aed8b3fca94905,https://farm6.staticflickr.com/5508/10275769116_eac04a1476_o.jpg,https://c1.staticflickr.com/6/5508/10275769116_1751e0e16f_z.jpg,0
0ae411827ad58163,https://farm4.staticflickr.com/2125/2539512528_3e2bc0c0bd_o.jpg,https://c1.staticflickr.com/3/2125/2539512528_19a26537ed_z.jpg?zz=1,0
e07a4d87c65ce815,https://farm6.staticflickr.com/3121/3446179434_e91fae07a1_o.jpg,https://c2.staticflickr.com/4/3121/3446179434_86c6a641ab_z.jpg,0
b34f9171d62d26ff,https://c8.staticflickr.com/6/5131/5450185791_2249730755_o.jpg,https://c2.staticflickr.com/6/5131/5450185791_c8e2cd2080_z.jpg,0
678152ba207d88e1,https://farm2.staticflickr.com/8823/17355718094_0533b64e20_o.jpg,https://c1.staticflickr.com/9/8823/17355718094_0a30138508_z.jpg,0
888901ce514ac6ce,https://c7.staticflickr.com/4/3191/2877003965_fc4455ddac_o.jpg,https://c5.staticflickr.com/4/3191/2877003965_f087c2eb1e_z.jpg,0
29ac0d849fc8cd50,https://farm1.staticflickr.com/7371/9564319409_b8eb24628e_o.jpg,https://c1.staticflickr.com/8/7371/9564319409_d6a0e1ab58_z.jpg,0
a96639445c1343b3,https://farm4.staticflickr.com/5727/20866784155_78f25a9c17_o.jpg,https://c7.staticflickr.com/6/5727/20866784155_b99afd7ddf_z.jpg,0
e8ebc6f43638f4a5,https://farm6.staticflickr.com/6033/6381380731_cabc003e51_o.jpg,https://c5.staticflickr.com/7/6033/6381380731_0dc05dd28a_z.jpg,0
4ce61a09a47cdd82,https://farm3.staticflickr.com/5588/15214560831_13c42a8ed4_o.jpg,https://c4.staticflickr.com/6/5588/15214560831_17fe4df283_z.jpg,0
41a48bdd206021e2,https://farm3.staticflickr.com/7392/16442501685_510448806c_o.jpg,https://c6.staticflickr.com/8/7392/16442501685_e23597749a_z.jpg,0
35b11a04c24db20c,https://c5.staticflickr.com/3/2142/2516721352_ecb86e25ba_o.jpg,https://c3.staticflickr.com/3/2142/2516721352_2be822ff66_z.jpg,0
0d1e1993617521f7,https://farm8.staticflickr.com/5545/11352968215_d4fb5e9b7a_o.jpg,https://c3.staticflickr.com/6/5545/11352968215_1063157d06_z.jpg,0
8a7ae9f088f7df4e,https://c7.staticflickr.com/4/3559/3560685361_bbbf66f02e_o.jpg,https://c5.staticflickr.com/4/3559/3560685361_2800f5797c_z.jpg,0
27d1d9bd0848b352,https://farm3.staticflickr.com/3675/10284476685_02be10b49b_o.jpg,https://c1.staticflickr.com/4/3675/10284476685_192a7c7ab6_z.jpg,0
9894edfbdf8ac59f,https://c8.staticflickr.com/1/78/177784859_c562bf21cc_o.jpg,https://c6.staticflickr.com/1/78/177784859_c562bf21cc_z.jpg,0
93c18092350a30e1,https://farm2.staticflickr.com/5136/5515547039_8ae0e1b08a_o.jpg,https://c3.staticflickr.com/6/5136/5515547039_53595c36f9_z.jpg,0
1c602d3445ab60a7,https://farm8.staticflickr.com/2222/2212346136_03042da48a_o.jpg,https://c7.staticflickr.com/3/2222/2212346136_3b7760a8cb_z.jpg?zz=1,0
c9e39c357aed264e,https://c7.staticflickr.com/3/2226/2287220363_21cfe9d567_o.jpg,https://c8.staticflickr.com/3/2226/2287220363_543316324f_z.jpg,0
5a003ecb0550046a,https://c3.staticflickr.com/1/83/262024526_e9c334ac2a_o.jpg,https://c7.staticflickr.com/1/83/262024526_e9c334ac2a_z.jpg,0
95bf9631b5d24576,https://farm7.staticflickr.com/7352/8930123601_fff68137a7_o.jpg,https://c5.staticflickr.com/8/7352/8930123601_aba6aedbce_z.jpg,0
7f78cb863801967e,https://c7.staticflickr.com/4/3462/3866259056_b8300389b4_o.jpg,https://c6.staticflickr.com/4/3462/3866259056_9b08fed976_z.jpg,0
11a1bf6aca83b7ee,https://c7.staticflickr.com/8/7454/9739854553_8caaa5c7f6_o.jpg,https://c4.staticflickr.com/8/7454/9739854553_972a46d656_z.jpg,0
fb9685b15a4a819d,https://c6.staticflickr.com/2/1278/1077358842_7be67dfe23_o.jpg,https://c2.staticflickr.com/2/1278/1077358842_beb3504505_z.jpg?zz=1,0
b2883fb483a0aa10,https://farm1.staticflickr.com/7316/10157380293_1f0df6312b_o.jpg,https://c6.staticflickr.com/8/7316/10157380293_87e1330e2a_z.jpg,0
ce55bb81ea8736e6,https://farm7.staticflickr.com/4069/4505798421_28f5d0fe63_o.jpg,https://c6.staticflickr.com/5/4069/4505798421_92cea20cf2_z.jpg,0
efe11d0cb9c957fc,https://c5.staticflickr.com/6/5584/15187969185_c83b643ec9_o.jpg,https://c4.staticflickr.com/6/5584/15187969185_776774b64e_z.jpg,0
7f7a7569587ca5f7,https://farm8.staticflickr.com/5571/15048820699_b85a5f09e8_o.jpg,https://c4.staticflickr.com/6/5571/15048820699_045bcd762b_z.jpg,0
3e54eb80c3f655b3,https://farm4.staticflickr.com/2604/3891931655_f7a90f2db4_o.jpg,https://c4.staticflickr.com/3/2604/3891931655_06843064e7_z.jpg,0
2361562f3a680747,https://farm8.staticflickr.com/2860/9097299850_8f005f18ec_o.jpg,https://c4.staticflickr.com/3/2860/9097299850_0129277fab_z.jpg,90
42364153a5344cb6,https://farm7.staticflickr.com/8395/8684735343_f0c9ca41cd_o.jpg,,0
00b6e117a9a972b1,https://farm2.staticflickr.com/2910/14112487071_7cb57de284_o.jpg,https://c8.staticflickr.com/3/2910/14112487071_1ded06c86c_z.jpg,0
c2916cef4cf68f50,https://farm1.staticflickr.com/3330/3478073576_03f58ebaf1_o.jpg,https://c5.staticflickr.com/4/3330/3478073576_9fa8317c7f_z.jpg,0
b517d7863e43aab4,https://farm5.staticflickr.com/8041/8009119323_66c2135090_o.jpg,https://c3.staticflickr.com/9/8041/8009119323_4ccf514566_z.jpg,0
13e53dd24ea72bea,https://c3.staticflickr.com/7/6161/6204808941_653d0f91ed_o.jpg,https://c2.staticflickr.com/7/6161/6204808941_f7dff71773_z.jpg,0
